PRICE,BEDS,BATH,PROPERTYSQFT,neighborhood,PRICE_PER_SQFT
535000,3,3.0,1328.0,104,402.8614457831325
799999,3,2.0,1596.0,272,501.2525062656642
1989000,2,2.0,1274.0,202,1561.2244897959183
699000,6,4.0,2223.0,59,314.4399460188934
369000,1,1.0,900.0,61,410.0
599000,4,4.0,2100.0,121,285.23809523809524
169000,1,1.0,680.0,168,248.52941176470588
749000,3,2.0,1600.0,197,468.125
1099000,5,4.0,3500.0,244,314.0
475000,2,2.0,1364.0,149,348.24046920821115
124900,1,1.0,676.0,7,184.76331360946745
619000,3,2.0,1943.0,133,318.57951621204325
599000,3,1.0,1008.0,135,594.2460317460317
689900,3,2.0,1486.0,129,464.2664872139973
5900000,7,8.0,10100.0,294,584.1584158415842
249000,2,1.0,815.0,36,305.52147239263803
509000,3,1.0,2184.207862,78,233.03642883783374
549000,3,2.0,1150.0,246,477.39130434782606
2995000,4,6.0,2184.207862,268,1371.2064918846995
1999000,6,4.0,3850.0,43,519.2207792207793
350000,3,2.3738608579684373,2184.207862,193,160.24115931874618
269000,1,1.0,2184.207862,221,123.15677673355063
7500000,6,2.3738608579684373,2184.207862,294,3433.739128258847
9950000,10,10.0,2184.207862,284,4555.4272434900695
2200000,3,4.0,1779.0,284,1236.6498032602585
479000,4,2.0,1800.0,174,266.1111111111111
329000,1,1.0,2184.207862,71,150.6266897596214
1500000,5,7.0,4384.0,112,342.15328467153284
560000,3,2.3738608579684373,2184.207862,259,256.3858549099939
588000,4,3.0,2160.0,61,272.22222222222223
3300000,2,2.0,1652.0,284,1997.5786924939466
479000,4,2.0,1800.0,174,266.1111111111111
169999,2,1.0,2184.207862,78,77.8309624086501
439000,1,1.0,950.0,105,462.10526315789474
758000,3,2.0,1760.0,216,430.6818181818182
448000,3,1.0,2184.207862,263,205.10868392799512
588000,4,3.0,2160.0,61,272.22222222222223
2977000,4,4.0,2601.0,300,1144.559784698193
385000,1,1.0,900.0,61,427.77777777777777
1475000,5,4.0,1928.0,113,765.0414937759336
978000,3,2.0,2184.207862,251,447.7595823249536
2700000,3,3.0,1398.0,288,1931.3304721030042
349000,2,1.0,900.0,41,387.77777777777777
790000,3,2.0,1596.0,218,494.9874686716792
750000,2,2.0,995.0,79,753.7688442211055
1195000,3,3.0,995.0,41,1201.0050251256282
1750000,3,3.0,995.0,273,1758.7939698492462
874999,3,2.0,2868.0,166,305.0903068340307
324900,1,1.0,900.0,49,361.0
97500,2,1.0,791.0,199,123.26169405815423
2200000,2,2.0,2035.0,284,1081.081081081081
999000,4,4.0,1798.0,158,555.6173526140155
550000,2,2.0,995.0,145,552.7638190954774
519999,3,2.0,1100.0,78,472.72636363636366
729000,2,1.0,1100.0,244,662.7272727272727
999999,12,6.0,3900.0,253,256.41
2898555,5,5.0,7200.0,272,402.57708333333335
611999,3,2.0,2184.207862,138,280.1926550340381
1500000,3,3.0,2100.0,286,714.2857142857143
5600000,5,4.0,4959.0,168,1129.2599314377899
299999,2,1.0,857.0,145,350.0571761960327
2358000,4,5.0,6300.0,133,374.2857142857143
748888,2,2.0,1260.0,159,594.3555555555556
630000,2,2.0,1450.0,149,434.48275862068965
1389000,2,2.0,1043.0,112,1331.7353787152445
319000,2,1.0,925.0,71,344.86486486486484
319000,3,1.0,2184.207862,170,146.04837092194293
1250000,6,4.0,2184.207862,246,572.2898547098077
1199000,4,3.0,1848.0,251,648.8095238095239
1500000,6,4.0,3328.0,135,450.72115384615387
780000,3,2.0,1320.0,171,590.9090909090909
350000,2,1.0,2184.207862,226,160.24115931874618
255000,1,1.0,750.0,100,340.0
649000,2,2.0,905.0,167,717.1270718232045
1480000,4,4.0,1596.0,187,927.3182957393484
628000,3,2.0,1824.0,132,344.29824561403507
190000,2,1.0,875.0,61,217.14285714285714
450000,2,1.0,2184.207862,187,206.0243476955308
2473888,4,6.0,5600.0,244,441.7657142857143
785000,3,2.0,1950.0,181,402.56410256410254
699900,3,2.0,1240.0,196,564.4354838709677
2495000,3,4.0,2184.207862,221,1142.2905500007764
149999,1,1.0,850.0,5,176.46941176470588
208000,1,1.0,610.0,295,340.9836065573771
172800,1,1.0,750.0,270,230.4
1768888,10,10.0,3933.0,253,449.75540300025426
1239998,4,4.0,2250.0,244,551.1102222222222
1699000,9,5.0,5500.0,7,308.90909090909093
1350000,3,3.0,2184.207862,187,618.0730430865924
889000,3,2.0,2362.0,244,376.37595258255715
1300000,2,2.0,1100.0,301,1181.8181818181818
310000,2,1.0,675.0,137,459.25925925925924
1149000,7,4.0,3617.0,36,317.6665745092618
239900,1,1.0,585.0,82,410.0854700854701
257000,3,1.0,450.0,100,571.1111111111111
1090000,2,2.0,1860.0,79,586.0215053763441
799999,6,2.3738608579684373,2184.207862,177,366.2650491823932
2045000,6,4.0,3976.0,226,514.3360160965794
1195000,3,2.0,2700.0,164,442.5925925925926
340000,2,1.0,900.0,294,377.77777777777777
1375000,6,2.0,1596.0,187,861.5288220551379
749000,3,1.0,1644.0,115,455.59610705596106
1399000,5,4.0,2184.207862,150,640.5068053912169
775000,3,2.0,1880.0,284,412.2340425531915
1090000,2,2.0,1860.0,79,586.0215053763441
340000,2,1.0,900.0,294,377.77777777777777
948000,7,3.0,2184.207862,140,434.0246258119182
1399000,5,4.0,2184.207862,150,640.5068053912169
880000,3,2.0,2184.207862,155,402.89205771570465
699000,1,1.0,600.0,273,1165.0
2250000,4,3.0,2184.207862,273,1030.121738477654
319000,3,1.0,2184.207862,226,146.04837092194293
1300000,6,3.0,2184.207862,177,595.1814488982001
729000,3,3.0,1800.0,171,405.0
425000,2,2.0,800.0,92,531.25
399000,1,1.0,2184.207862,284,182.67492162337064
625000,3,1.0,652.0,299,958.5889570552147
269000,1,1.0,700.0,57,384.2857142857143
449000,2,2.0,1440.0,132,311.80555555555554
699000,8,5.0,2300.0,277,303.9130434782609
550000,3,2.0,1250.0,226,440.0
799900,3,2.3738608579684373,2058.0,189,388.6783284742468
758000,3,1.0,1200.0,167,631.6666666666666
829000,4,2.0,1680.0,107,493.45238095238096
789000,2,2.0,1230.0,100,641.4634146341464
24990000,7,6.0,8500.0,257,2940.0
2250000,6,4.0,2184.207862,288,1030.121738477654
359000,1,1.0,2184.207862,284,164.3616462726568
1439000,6,4.0,1440.0,248,999.3055555555555
1050000,7,4.0,3280.0,199,320.1219512195122
134500,3,1.0,503.0,41,267.3956262425447
11900000,6,2.3738608579684373,9075.0,273,1311.2947658402204
270000,4,2.0,2000.0,193,135.0
2280000,6,5.0,2184.207862,187,1043.8566949906894
278999,1,1.0,2184.207862,162,127.73463773934533
2280000,6,5.0,2184.207862,187,1043.8566949906894
625000,5,2.0,2184.207862,268,286.14492735490387
270000,4,2.0,2000.0,193,135.0
605000,4,2.0,1344.0,181,450.1488095238095
529000,3,2.0,1150.0,119,460.0
1050000,4,1.0,2184.207862,249,480.7234779562385
225000,3,1.0,2184.207862,226,103.0121738477654
1049000,3,1.0,1224.0,71,857.0261437908497
259000,1,1.0,2184.207862,78,118.57845789587218
599000,3,2.0,2184.207862,126,274.2412983769399
675000,3,1.0,1316.0,115,512.9179331306991
3595000,3,3.0,1862.0,308,1930.719656283566
789000,4,2.0,1871.0,189,421.6996258685195
998000,6,3.0,1872.0,261,533.1196581196581
889000,6,2.0,2280.0,200,389.9122807017544
825000,2,2.0,1820.0,254,453.2967032967033
599999,6,2.0,3490.0,126,171.91948424068767
10999000,5,7.0,2184.207862,273,5035.692889562541
2750000,4,2.3738608579684373,2184.207862,294,1259.037680361577
649000,3,2.0,1064.0,194,609.9624060150376
989000,8,5.0,3960.0,154,249.74747474747474
357000,3,1.0,1100.0,36,324.54545454545456
25000000,6,8.0,2184.207862,284,11445.797094196156
119888,1,1.0,2184.207862,78,54.88854888115955
1099999,4,2.0,2185.0,145,503.4320366132723
749000,2,1.0,2184.207862,187,342.9160809421168
589999,4,2.0,1680.0,119,351.189880952381
22500000,5,6.0,8725.0,284,2578.7965616045844
749000,3,2.0,1332.0,170,562.3123123123123
499000,3,2.0,1156.0,131,431.66089965397924
859000,3,3.0,2184.207862,195,393.2775881565799
599999,2,2.0,2184.207862,103,274.69867242882395
899000,3,2.0,1324.0,270,679.0030211480363
315000,2,1.0,850.0,270,370.5882352941176
1999999,5,2.3738608579684373,5301.0,264,377.28711563855876
950000,4,3.0,1746.0,179,544.1008018327606
13950000,6,6.0,6798.0,290,2052.0741394527804
1399000,5,3.0,3375.0,107,414.51851851851853
595000,3,1.0,660.0,256,901.5151515151515
1618000,5,2.0,2200.0,270,735.4545454545455
485000,6,3.0,2184.207862,130,222.04846362740543
748000,3,2.0,1592.0,244,469.8492462311558
1100000,3,2.0,1928.0,246,570.5394190871369
3995000,8,8.0,5046.0,273,791.7162108600872
659000,1,1.0,440.0,280,1497.7272727272727
1099000,6,3.0,2018.0,201,544.5986124876115
319000,2,2.0,1102.0,101,289.4736842105263
999000,9,3.0,3168.0,186,315.34090909090907
398000,3,2.0,1571.0,274,253.34182049649905
249000,3,1.0,500.0,49,498.0
1299000,3,2.0,2648.0,187,490.55891238670694
8950000,3,6.0,6336.0,252,1412.5631313131314
750000,5,3.0,1500.0,157,500.0
1100000,5,3.0,1916.0,177,574.1127348643006
1275000,3,4.0,2380.0,244,535.7142857142857
689000,2,2.0,750.0,100,918.6666666666666
320000,1,1.0,2184.207862,71,146.50620280571079
3995000,5,6.0,2184.207862,291,1829.0383756525457
1399000,6,5.0,2500.0,157,559.6
395000,2,2.0,1089.0,101,362.71808999081725
1250000,4,2.0,2273.0,294,549.9340079190497
719000,3,2.0,1440.0,71,499.30555555555554
795000,3,4.0,1171.0,61,678.9069171648164
1175000,6,5.0,2184.207862,153,537.9524634272193
4250000,3,4.0,2054.0,284,2069.1333982473225
2500000,3,4.0,2201.0,252,1135.8473421172193
850000,3,2.3738608579684373,1600.0,278,531.25
1350000,4,2.0,2948.0,197,457.93758480325647
929000,5,2.3738608579684373,2200.0,173,422.27272727272725
549990,3,2.0,2184.207862,173,251.80295775347776
1550000,6,6.0,2184.207862,278,709.6394198401616
265000,1,1.0,2184.207862,214,121.32544919847925
879000,4,2.3738608579684373,1630.0,187,539.2638036809816
1200000,3,2.3738608579684373,2184.207862,214,549.3982605214155
7500000,4,2.0,4250.0,284,1764.7058823529412
325000,2,1.0,2184.207862,236,148.79536222455002
755000,2,2.0,2184.207862,255,345.6630722447239
325000,2,2.0,2184.207862,294,148.79536222455002
1395000,2,1.0,2184.207862,308,638.6754778561454
649000,3,2.0,980.0,164,662.2448979591836
499999,2,1.0,800.0,116,624.99875
999998,4,4.0,2720.0,132,367.64632352941175
1358000,6,3.0,2184.207862,268,621.7356981567352
1650000,5,4.0,2184.207862,41,755.4226082169463
680000,1,1.0,2184.207862,299,311.32568096213544
258888,1,1.0,650.0,123,398.28923076923076
660000,3,2.3738608579684373,1283.0,197,514.419329696025
300000,1,1.0,2184.207862,284,137.34956513035388
318888,2,2.0,1270.0,109,251.09291338582676
330000,1,2.0,2184.207862,257,151.08452164338925
699000,2,2.0,2184.207862,216,320.0244867537245
875000,1,1.0,2184.207862,273,400.6028982968654
385000,2,2.0,1100.0,41,350.0
985000,3,2.0,2184.207862,78,450.96440551132855
349000,1,1.0,1017.0,250,343.1661750245821
5950000,4,4.0,2184.207862,284,2724.099708418685
968000,3,2.0,1344.0,57,720.2380952380952
569000,2,2.0,2184.207862,71,260.5063418639045
238000,1,1.0,650.0,142,366.15384615384613
1200000,6,6.0,5712.0,216,210.08403361344537
4995000,4,3.0,2184.207862,273,2286.870259420392
911600,3,2.0,1596.0,187,571.1779448621554
598000,3,2.0,1144.0,61,522.7272727272727
472000,1,1.0,700.0,110,674.2857142857143
549000,1,2.0,2184.207862,157,251.34970418854758
3995000,3,2.3738608579684373,12200.0,142,327.4590163934426
472000,1,1.0,700.0,110,674.2857142857143
598000,3,2.0,1144.0,61,522.7272727272727
1085000,5,3.0,1200.0,254,904.1666666666666
680000,3,2.0,1535.0,126,442.99674267100977
200000,1,2.3738608579684373,637.0,36,313.9717425431711
210000,2,1.0,1000.0,58,210.0
525000,2,2.0,996.0,133,527.1084337349398
999000,5,3.0,2184.207862,194,457.37405188407837
1799000,3,1.0,5400.0,166,333.14814814814815
1900000,9,5.0,5000.0,226,380.0
519000,3,2.0,1200.0,107,432.5
728900,4,1.0,960.0,134,759.2708333333334
549000,2,1.0,2184.207862,71,251.34970418854758
2300000,6,2.3738608579684373,4346.0,272,529.222273354809
299999,2,2.0,1300.0,79,230.76846153846154
1800000,7,4.0,2832.0,259,635.5932203389831
1195000,2,2.0,2184.207862,292,547.1091011025762
200000,1,1.0,2184.207862,110,91.56637675356924
2300000,6,2.3738608579684373,4346.0,272,529.222273354809
1800000,7,4.0,2832.0,259,635.5932203389831
299999,2,2.0,1300.0,79,230.76846153846154
599000,2,2.0,1095.0,156,547.0319634703196
7500000,3,4.0,3050.0,297,2459.0163934426228
1775000,2,2.0,2184.207862,306,812.6515936879271
1059000,6,3.0,2184.207862,228,484.84396491014917
1288888,3,4.0,1672.0,264,770.866028708134
1299999,8,4.0,3448.0,194,377.0298723897912
1399999,3,2.0,2700.0,246,518.5181481481482
725000,3,2.0,2410.0,151,300.8298755186722
232500,1,1.0,2184.207862,31,106.44591297602425
250000,3,1.0,2184.207862,226,114.45797094196156
639000,2,2.0,862.0,177,741.2993039443155
950000,4,4.0,2060.0,218,461.1650485436893
12500000,3,2.0,4000.0,306,3125.0
430000,2,1.0,2184.207862,155,196.8677100201739
299000,3,1.0,2184.207862,184,136.89173324658603
279000,3,1.0,1400.0,6,199.28571428571428
1725000,3,2.0,1508.0,123,1143.8992042440318
1698000,4,4.0,3620.0,244,469.060773480663
438000,2,2.0,1354.0,164,323.48596750369273
100000,3,1.0,512.0,113,195.3125
299000,1,1.0,2184.207862,78,136.89173324658603
625000,2,2.0,995.0,79,628.1407035175879
350000,3,2.3738608579684373,1520.0,126,230.26315789473685
699999,3,2.0,2184.207862,249,320.48186080560856
529000,1,1.0,2184.207862,290,242.19306651319064
23000000,5,6.0,7058.0,295,3258.713516576934
599000,3,2.0,1208.0,150,495.86092715231786
279900,1,1.0,900.0,62,311.0
165000,1,1.0,875.0,5,188.57142857142858
270000,1,1.0,2184.207862,254,123.61460861731848
625000,2,1.0,825.0,188,757.5757575757576
279900,1,1.0,900.0,62,311.0
23000000,5,6.0,7058.0,295,3258.713516576934
1970000,4,4.0,3111.0,219,633.2369013179042
580000,5,2.0,1780.0,167,325.8426966292135
979000,3,2.0,1272.0,147,769.6540880503145
269000,2,1.0,2184.207862,214,123.15677673355063
1700000,3,4.0,2184.207862,157,778.3142024053386
499000,2,2.0,2184.207862,284,228.45811000015527
1699888,3,3.0,2275.0,107,747.2035164835165
3100000,6,4.0,2184.207862,113,1419.2788396803232
499000,4,2.0,1752.0,61,284.8173515981735
1250000,6,2.3738608579684373,3312.0,110,377.4154589371981
245000,2,1.0,900.0,117,272.22222222222223
5800000,7,5.0,6360.0,304,911.9496855345911
2350000,5,4.0,4270.0,189,550.351288056206
425000,3,1.0,450.0,295,944.4444444444445
799000,3,2.0,2340.0,159,341.45299145299145
725000,4,2.0,1700.0,126,426.47058823529414
3695000,2,2.0,1697.0,306,2177.3718326458456
3100000,4,2.3738608579684373,3600.0,263,861.1111111111111
1499999,5,3.0,2184.207862,176,686.7473678198855
1250000,4,3.0,2184.207862,187,572.2898547098077
1199000,4,1.0,1840.0,254,651.6304347826087
28000000,4,4.0,5000.0,308,5600.0
719000,3,2.0,2184.207862,263,329.1811244290814
169000,3,1.0,2184.207862,71,77.373588356766
99000,1,1.0,850.0,1,116.47058823529412
399000,3,2.3738608579684373,1601.0,179,249.21923797626482
1300000,2,2.0,1140.0,273,1140.3508771929824
888000,5,4.0,2184.207862,126,406.55471278584747
1308888,4,3.0,2184.207862,263,599.2506586811287
1265000,3,2.0,2184.207862,196,579.1573329663255
558000,1,1.0,751.0,123,743.0093209054594
1280000,4,2.0,2340.0,219,547.008547008547
429000,2,2.0,1450.0,92,295.86206896551727
399900,2,2.0,853.0,132,468.81594372801874
499900,3,1.0,1040.0,109,480.6730769230769
429000,2,2.0,1450.0,92,295.86206896551727
2489000,4,4.0,2334.0,293,1066.4095972579264
255500,1,1.0,950.0,142,268.94736842105266
30000000,5,2.3738608579684373,6000.0,285,5000.0
395000,3,1.0,2184.207862,284,180.84359408829926
1090000,5,3.0,2184.207862,218,499.0367533069524
471300,4,2.0,2175.0,126,216.68965517241378
9450000,2,3.0,3918.0,306,2411.944869831547
1089000,4,2.0,1720.0,147,633.1395348837209
220000,1,1.0,500.0,249,440.0
9950000,10,10.0,8000.0,290,1243.75
295000,2,1.0,950.0,148,310.5263157894737
1375000,5,4.0,2704.0,241,508.5059171597633
399000,2,2.0,1050.0,100,380.0
219999,2,1.0,800.0,61,274.99875
129000,3,1.0,2184.207862,3,59.06031300605216
329000,1,1.0,2184.207862,111,150.6266897596214
639000,4,2.0,1856.0,166,344.28879310344826
750000,4,4.0,1240.0,164,604.8387096774194
499999,3,2.0,1763.0,122,283.6069200226886
560000,2,2.0,2184.207862,71,256.3858549099939
1268000,3,2.0,1513.0,71,838.070059484468
1899000,7,4.0,2800.0,270,678.2142857142857
129000,3,1.0,2184.207862,3,59.06031300605216
888000,3,2.0,1600.0,71,555.0
2900000,5,2.3738608579684373,6707.0,264,432.38407633815416
1250000,4,2.3738608579684373,2184.207862,187,572.2898547098077
1078000,3,2.0,2184.207862,57,493.5427707017382
3200000,4,4.0,2950.0,147,1084.7457627118645
555555,1,1.0,2184.207862,273,254.3507921866458
293900,1,1.0,2184.207862,78,134.55679063937
1175000,3,2.0,1192.0,147,985.738255033557
160000,3,2.3738608579684373,2184.207862,179,73.25310140285539
999999,3,2.0,1880.0,147,531.9143617021276
1448000,5,4.0,2000.0,137,724.0
2950000,6,5.0,5436.0,270,542.6784400294334
150000,3,1.0,600.0,201,250.0
354900,2,1.0,673.0,147,527.3402674591382
580000,2,2.0,2184.207862,78,265.54249258535083
969000,3,2.0,1776.0,196,545.6081081081081
530000,1,1.0,538.0,167,985.1301115241636
3900000,5,6.0,7723.0,263,504.9851094134404
624999,3,2.0,2184.207862,194,286.1444695230201
551000,3,2.3738608579684373,2184.207862,177,252.26536795608328
14800000,8,10.0,2184.207862,290,6775.911879764124
450000,3,2.3738608579684373,1122.0,91,401.06951871657753
475000,2,1.0,1296.0,183,366.51234567901236
995000,3,2.0,2184.207862,273,455.542724349007
650000,1,1.0,2184.207862,257,297.59072444910004
250000,2,1.0,2184.207862,150,114.45797094196156
125000,3,1.0,600.0,191,208.33333333333334
2200000,3,3.0,2195.0,273,1002.2779043280182
925000,2,1.0,2184.207862,217,423.49449248525775
639000,3,2.0,2184.207862,194,292.55457372765375
215000,3,2.3738608579684373,1509.0,140,142.4784625579854
2050000,6,6.0,5600.0,264,366.07142857142856
279000,2,2.0,1050.0,5,265.7142857142857
785000,2,2.0,968.0,240,810.9504132231405
669000,3,2.0,1312.0,144,509.9085365853659
3650000,4,4.0,2880.0,299,1267.361111111111
6700000,4,4.0,3740.0,273,1791.4438502673797
681000,6,3.0,2184.207862,126,311.78351284590326
530000,2,2.0,1672.0,109,316.9856459330144
1700000,2,2.0,1580.0,249,1075.9493670886077
339000,1,1.0,1085.0,123,312.44239631336404
800000,3,2.0,1224.0,177,653.59477124183
189000,1,1.0,700.0,43,270.0
4995000,2,2.0,2184.207862,284,2286.870259420392
835000,5,2.0,2050.0,173,407.3170731707317
999999,2,2.0,1198.0,284,834.7237061769616
575000,3,2.0,877.0,216,655.6442417331813
349750,1,1.0,2184.207862,258,160.12670134780421
385000,1,1.0,2184.207862,112,176.2652752506208
7950000,4,2.0,3397.0,285,2340.3002649396526
324900,2,2.0,1100.0,43,295.3636363636364
175000,3,1.0,2184.207862,74,80.12057965937309
915999,5,3.0,2184.207862,225,419.37354769946336
1850000,12,8.0,5250.0,103,352.3809523809524
324900,2,2.0,1100.0,43,295.3636363636364
1850000,12,8.0,5250.0,103,352.3809523809524
175000,1,1.0,800.0,7,218.75
850000,2,1.0,775.0,192,1096.774193548387
729000,4,2.0,2184.207862,138,333.7594432667599
5995000,6,4.0,4000.0,280,1498.75
480000,2,1.0,2184.207862,71,219.7593042085662
4200000,5,4.0,4480.0,273,937.5
1198000,4,2.0,2184.207862,71,548.4825967538798
1848000,6,2.3738608579684373,3676.0,259,502.7203482045702
285000,1,1.0,750.0,168,380.0
849000,5,3.0,2460.0,143,345.1219512195122
549000,3,2.0,1250.0,186,439.2
729000,2,2.0,1700.0,82,428.8235294117647
199999,1,1.0,2184.207862,255,91.56591892168548
4900000,8,2.3738608579684373,9000.0,294,544.4444444444445
600000,4,2.0,1728.0,151,347.22222222222223
599000,3,1.0,1340.0,153,447.0149253731343
599000,5,2.0,2268.0,268,264.10934744268076
725000,3,2.0,1185.0,168,611.8143459915611
1295000,3,2.0,2600.0,270,498.0769230769231
798888,3,2.0,1500.0,133,532.592
529000,3,1.0,1800.0,179,293.8888888888889
999998,3,2.3738608579684373,2400.0,246,416.66583333333335
499000,1,1.0,615.0,226,811.3821138211382
1550000,12,7.0,3000.0,246,516.6666666666666
319000,2,1.0,2184.207862,57,146.04837092194293
759000,3,4.0,1424.0,149,533.0056179775281
245000,3,1.0,260.0,184,942.3076923076923
1249000,5,3.0,1548.0,167,806.8475452196383
455000,2,1.0,939.0,173,484.5580404685836
319000,2,1.0,2184.207862,57,146.04837092194293
999900,4,2.0,2024.0,240,494.0217391304348
395000,2,1.0,666.0,65,593.0930930930931
620000,1,1.0,430.0,273,1441.860465116279
1295000,4,2.3738608579684373,3264.0,244,396.75245098039215
849000,3,2.0,1241.0,167,684.1257050765512
8995000,5,4.0,5500.0,309,1635.4545454545455
650000,3,1.0,2184.207862,297,297.59072444910004
2995000,2,2.0,1452.0,284,2062.6721763085397
495000,2,1.0,800.0,31,618.75
675000,3,2.0,1222.0,146,552.3731587561375
999000,3,1.0,600.0,273,1665.0
2250000,2,2.0,1334.0,293,1686.656671664168
1299000,9,4.0,3720.0,160,349.19354838709677
429000,1,1.0,640.0,100,670.3125
649999,3,2.0,2184.207862,148,297.5902666172163
10995000,7,6.0,9000.0,273,1221.6666666666667
2050000,5,4.0,3000.0,238,683.3333333333334
1299000,4,2.0,1456.0,226,892.1703296703297
1075000,6,2.0,2200.0,168,488.6363636363636
174000,1,1.0,800.0,103,217.5
1193000,2,2.0,1518.0,264,785.9025032938076
4995000,4,4.0,2184.207862,291,2286.870259420392
12500000,9,2.3738608579684373,10500.0,192,1190.4761904761904
898000,5,4.0,2828.0,228,317.53889674681756
1288000,5,3.0,1500.0,263,858.6666666666666
1749999,4,4.0,2600.0,264,673.0765384615385
575000,2,2.0,1253.0,124,458.89864325618515
5100000,4,2.0,2183.0,295,2336.23453962437
2000000,1,2.0,1321.0,308,1514.004542013626
170000,2,1.0,850.0,7,200.0
1295000,2,2.0,2100.0,299,616.6666666666666
749000,3,2.0,1332.0,146,562.3123123123123
1848000,3,4.0,3640.0,254,507.6923076923077
465000,2,2.0,2184.207862,257,212.8918259520485
298999,2,1.0,2184.207862,137,136.89127541470225
209900,1,1.0,780.0,103,269.1025641025641
539000,1,1.0,2184.207862,259,246.7713853508691
2975000,3,2.0,2184.207862,249,1362.0498542093426
2099000,6,5.0,2184.207862,57,960.9891240287092
199900,1,1.0,925.0,163,216.1081081081081
789000,2,1.0,2184.207862,284,361.2293562928307
919000,3,2.0,1565.0,74,587.220447284345
815599,3,2.0,2184.207862,177,373.4072265691716
1050000,4,4.0,3305.0,189,317.7004538577912
289999,1,1.0,830.0,41,349.3963855421687
4050000,4,3.0,2184.207862,284,1854.2191292597772
7750000,3,2.3738608579684373,3375.0,248,2296.296296296296
1998000,6,3.0,3192.0,147,625.9398496240601
1250000,3,2.0,1281.0,262,975.800156128025
680000,2,2.0,1058.0,263,642.7221172022685
1299000,4,2.0,2184.207862,254,594.7236170144322
899000,4,2.3738608579684373,2184.207862,176,411.59086350729376
845000,3,2.0,2184.207862,31,386.8679417838301
2098000,5,4.0,1200.0,263,1748.3333333333333
899000,2,2.0,1300.0,123,691.5384615384615
758888,3,1.0,2184.207862,255,347.44312260881327
650000,2,1.0,2184.207862,273,297.59072444910004
169000,1,1.0,850.0,3,198.8235294117647
1350000,5,3.0,2184.207862,110,618.0730430865924
695000,2,2.0,2184.207862,78,318.19315921865314
1499000,5,2.0,2280.0,266,657.4561403508771
395000,3,2.3738608579684373,381.0,289,1036.745406824147
169000,1,1.0,850.0,3,198.8235294117647
395000,3,2.3738608579684373,381.0,289,1036.745406824147
445000,1,1.0,2184.207862,184,203.73518827669156
499000,3,2.0,1400.0,109,356.42857142857144
449000,3,1.0,2184.207862,257,205.56651581176297
649000,4,2.0,1120.0,166,579.4642857142857
335000,1,1.0,756.0,147,443.1216931216931
838000,8,4.0,2184.207862,153,383.66311859745514
1495000,2,2.0,1098.0,289,1361.5664845173042
980000,4,4.0,3068.0,160,319.4263363754889
688000,3,2.0,1344.0,156,511.9047619047619
679000,6,3.0,2184.207862,171,310.8678490783676
999888,4,2.0,1900.0,187,526.2568421052631
375000,1,1.0,500.0,257,750.0
848724,2,2.0,2184.207862,155,388.5729077189815
1595000,3,8.0,2184.207862,226,730.2418546097148
568000,2,2.0,1253.0,124,453.3120510774142
1153000,4,2.3738608579684373,3980.0,246,289.69849246231155
2399000,10,5.0,2184.207862,255,1098.338689159063
349000,1,1.0,800.0,74,436.25
2999990,5,6.0,3600.0,281,833.3305555555555
899000,3,2.0,1400.0,231,642.1428571428571
169000,1,1.0,2184.207862,221,77.373588356766
449999,4,3.0,1217.0,115,369.7608874281019
886545,6,4.0,2116.0,107,418.9721172022684
495000,3,2.0,1280.0,118,386.71875
749000,4,3.0,2150.0,109,348.3720930232558
875000,4,3.0,2129.0,236,410.9910756223579
1630000,11,6.0,2184.207862,110,746.2659705415894
849000,2,1.0,720.0,279,1179.1666666666667
110000,1,1.0,650.0,43,169.23076923076923
299999,2,1.0,650.0,126,461.5369230769231
335000,3,2.0,2184.207862,79,153.37368106222848
549000,3,1.0,1200.0,147,457.5
445000,3,2.0,1250.0,167,356.0
459000,2,1.0,1188.0,246,386.3636363636364
399998,4,2.0,1252.0,122,319.48722044728436
9500000,4,4.0,3655.0,289,2599.1792065663476
999000,4,2.0,1957.0,147,510.47521716913644
650000,4,2.0,1482.0,165,438.5964912280702
880000,3,4.0,2100.0,183,419.04761904761904
1350000,5,3.0,2082.0,251,648.4149855907781
599000,2,2.0,2184.207862,187,274.2412983769399
225000,1,1.0,2184.207862,255,103.0121738477654
220000,3,1.0,2184.207862,112,100.72301442892616
289000,3,1.0,2184.207862,6,132.31341440890756
350000,1,1.0,2184.207862,214,160.24115931874618
1350000,5,3.0,2082.0,251,648.4149855907781
880000,3,4.0,2100.0,183,419.04761904761904
719999,3,2.0,2184.207862,78,329.6384984809655
1100000,2,1.0,807.0,275,1363.0731102850061
259000,2,1.0,950.0,62,272.63157894736844
1699999,6,3.0,2754.0,268,617.2835875090777
669000,4,2.0,2184.207862,229,306.28953024068915
3400000,6,6.0,6290.0,294,540.5405405405405
549000,3,2.0,2184.207862,131,251.34970418854758
250000,3,2.3738608579684373,2184.207862,175,114.45797094196156
299000,3,1.0,2184.207862,49,136.89173324658603
1288000,5,2.3738608579684373,2184.207862,263,589.687466292986
3345000,2,2.0,1875.0,308,1784.0
1198000,6,5.0,2184.207862,148,548.4825967538798
897888,3,2.0,1260.0,231,712.6095238095238
575000,4,2.0,1604.0,126,358.4788029925187
230000,1,1.0,2184.207862,219,105.30133326660463
775000,1,1.0,2184.207862,273,354.8197099200808
250000,3,2.3738608579684373,2184.207862,175,114.45797094196156
3345000,2,2.0,1875.0,308,1784.0
